kind,experiment_id,mean,std,count,min,max,ci95_halfwidth,ci_note
sensitivity,distill_strength_1p0,0.2329157032072544,0.0017536302677730873,2,0.23167569935321808,0.23415570706129074,0.015755488969385622,Student-t; unstable small-n interval
sensitivity,matched_baseline,0.1330356765538454,0.0002547856017824502,2,0.13285551592707634,0.13321583718061447,0.0022891209237277505,Student-t; unstable small-n interval
