kind,experiment_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,val_loss,mean_R@1,params_total,params_trainable,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_memory_bytes,run_id,checkpoint
frozen_unimodal,efficientnet_bge_residual_mp,42,0.0860000029206276,0.2524000108242035,0.36820000410079956,89.88140106201172,20.0,0.08043495565652847,0.2454625368118286,0.3660750091075897,67.80846405029297,19.0,5000.0,25014.0,1.6156796592253226,0.08321747928857803,39913215.0,2545667.0,2.2777884267270565,2.001155521720648,4.278943948447704,182853120.0,efficientnet_bge_residual_mp__seed_42,checkpoints/alignment_v2/efficientnet_bge_residual_mp__seed_42/best.pt
