status,source,kind,experiment_id,run_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_training,params_total_inference,params_trainable_training,params_trainable_inference,params_training_only,gpu,checkpoint,fingerprint_digest,training_code_version,evaluation_code_version,resolved_lr,sqrt_scale_factor,sweep_multiplier,memory_queue_size
COMPLETE,measured_local,wave0-winner-confirmation,infonce_no_queue__captions_all__b1024__lr_3p0,infonce_no_queue__captions_all__b1024__lr_3p0__seed_43,43,0.4334000051021576,0.7372000217437744,0.8352000117301941,8.200799942016602,2.0,0.30786454677581787,0.6064131855964661,0.7311183214187622,18.48346710205078,3.0,5000.0,25011.0,0.37063227593898773,2.738841315731406,1.1106019094586372,3.8494432251900434,197218304.0,45778563,45778563,1478403,1478403,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,checkpoints/alignment_v4_wave0/wave0-winner-confirmation/infonce_no_queue__captions_all__b1024__lr_3p0__seed_43/best.pt,85c35a3f76ce11e685c28714221586be7eb3377b69b188aa73e646b7f440a1da,a335454386dff4b79be6d7210fd6a405937ddc7e5ebfa1e8038cddd54e03114e,4a43e07c4771653e7225c51f7de565b2cd02330caebc52a8261d0e8a90a15cd2,0.002545584412271571,2.8284271247461903,3.0,0
