shortlist_rank,config_id,vision_encoder,text_encoder,variant,multitask_performance_score,headline_metrics,metric__cifar100_zeroshot__top1_accuracy,metric__coco_retrieval__coco5_i2t_R@1,metric__coco_retrieval__coco5_t2i_R@1,metric__eurosat_zeroshot__top1_accuracy,metric__pets_zeroshot__top1_accuracy,retrieval_unique_wins,retrieval_error_diversity,classification_unique_wins,classification_error_diversity,oracle_contribution,cross_task_specialisation,cost_adjusted_task_score,comparison,seed_variant,seed_runs,seed_values,mean_metric,standard_deviation,confidence_interval_low,confidence_interval_high,matched_delta_mean,matched_delta_ci_low,matched_delta_ci_high,win_count,tie_count,loss_count,reliability_status,seed_reliability_score,criterion_minimum_effect,criterion_minimum_runs,criterion_minimum_wins,latency_ms,peak_allocated_bytes,parameters,flops_per_batch,device_name,checkpoint,unique_win_contribution,error_diversity,vision_architecture_family,text_architecture_family,token_interface_readiness,multitask_performance_component,unique_wins_component,oracle_contribution_component,cross_task_specialisation_component,latency_efficiency_component,memory_efficiency_component,architectural_diversity_component,token_interface_readiness_component,selection_score,performance_score,efficiency_score,shortlist_role
1,dinov2_vits14__all_minilm_l6_v2__baseline,dinov2_vits14,all_minilm_l6_v2,baseline,0.7652173913043478,5,0.2610000073909759,0.179199993610382,0.1543535590171814,0.1930864155292511,0.0706521719694137,0.12544545454545453,0.8035115688590989,0.09685269807576569,0.7483903682219828,0.007953005904455133,0.0407476925794022,0.652209522933405,dinov2_minilm_local,baseline,5,"[42, 43, 44, 45, 46]",0.18775999844074245,0.007301236931768874,0.17869576876322932,0.1968242281182556,,,,0.0,0.0,0.0,supported,1.0,0.0,5.0,4.0,7.525923475623131,242279936.0,45953025,99875741696.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_all_minilm_l6_v2_baseline/best.pt,0.1111490763106101,0.7759509685405408,plain_vit,minilm_sentence_transformer,True,0.8695652173913043,0.8260869565217391,0.8695652173913043,0.13043478260869565,0.41304347826086957,0.9565217391304348,0.5434782608695652,1.0,0.7323913043478263,0.7652173913043478,0.6168478260869565,primary
2,dinov2_vits14__bge_small_en__baseline,dinov2_vits14,bge_small_en,baseline,0.8347826086956521,5,0.2653000056743622,0.1736000031232834,0.1506756246089935,0.2227160483598709,0.0692934766411781,0.12278181818181819,0.8124312206059527,0.10677930228208003,0.7482973025711758,0.008351395598496967,0.0408933390327383,0.6299025833589228,,,0,,,,,,,,,,,,not_tested,0.25,,,,8.34284983575344,284867072.0,56599809,101753225216.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/dinov2_vits14_bge_small_en_baseline/best.pt,0.1147805602319491,0.7803642615885642,plain_vit,bge_embedding_model,True,1.0,0.9565217391304348,0.9565217391304348,0.17391304347826086,0.2554347826086957,0.782608695652174,0.5434782608695652,1.0,0.725,0.8347826086956521,0.45312500000000006,primary
3,convnext_tiny__all_minilm_l6_v2__baseline,convnext_tiny,all_minilm_l6_v2,baseline,0.6782608695652174,5,0.264299988746643,0.1852000057697296,0.1576317250728607,0.1748148202896118,0.0489130429923534,0.1295909090909091,0.7991101875313138,0.08409313790074656,0.740840477145808,0.0057873501520844,0.1152508606655163,0.7066875933445467,,,0,,,,,,,,,,,,not_tested,0.25,,,,5.557092558592558,328419840.0,51913185,73178107904.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_all_minilm_l6_v2_baseline/best.pt,0.10684202349582783,0.769975332338561,convnext_cnn,minilm_sentence_transformer,True,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.7391304347826086,0.7989130434782609,0.6521739130434783,0.21739130434782608,1.0,0.6447826086956523,0.6782608695652174,0.7438858695652174,primary
4,efficientnet_b0__bge_small_en__baseline,efficientnet_b0,bge_small_en,baseline,0.30869565217391304,5,0.1811999976634979,0.1077999994158744,0.0901095420122146,0.1728395074605941,0.0584239140152931,0.07366363636363636,0.8447185890347403,0.070840169000797,0.7549899597602745,0.005406915369475701,0.1058495373359111,0.5893724771085901,,,0,,,,,,,,,,,,not_tested,0.25,,,,4.756009951233864,267148800.0,39009533,9936129536.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/efficientnet_b0_bge_small_en_baseline/best.pt,0.07225190268221668,0.7998542743975074,efficient_cnn,bge_embedding_model,True,0.2608695652173913,0.21739130434782608,0.5217391304347826,0.6521739130434783,0.9076086956521738,0.8260869565217391,0.8478260869565217,1.0,0.4984782608695652,0.30869565217391304,0.8770380434782608,primary
5,convnext_tiny__e5_small_v2__baseline,convnext_tiny,e5_small_v2,baseline,0.5565217391304348,5,0.2657999992370605,0.1659999936819076,0.1390421390533447,0.1827160567045211,0.0421195663511753,0.1161,0.81123918897888,0.08332351412677497,0.7368378424538653,0.005450089461442033,0.115693026657485,0.6191630614399722,,,0,,,,,,,,,,,,not_tested,0.25,,,,6.364455819129944,371564032.0,62559969,75742146560.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/convnext_tiny_e5_small_v2_baseline/best.pt,0.09971175706338747,0.7740385157163727,convnext_cnn,e5_embedding_model,True,0.5217391304347826,0.5652173913043478,0.5652173913043478,0.782608695652174,0.5217391304347826,0.43478260869565216,0.21739130434782608,1.0,0.5505434782608697,0.5565217391304348,0.4891304347826087,optional_ablation
6,swin_tiny__e5_small_v2__baseline,swin_tiny,e5_small_v2,baseline,0.4521739130434783,5,0.1903000026941299,0.125,0.1043815463781356,0.1943209916353225,0.0557065233588218,0.08421818181818182,0.8238087528011715,0.07948132045088563,0.7640108911188616,0.008020119878332333,0.0919447014057529,0.5284582252552763,,,0,,,,,,,,,,,,not_tested,0.25,,,,6.913436017930508,387541504.0,62259195,76302712832.0,NVIDIA RTX PRO 6000 Blackwell Server Edition,/mnt/fast/nobackup/scratch4weeks/pp01184/alignment_vlm/checkpoints/swin_tiny_e5_small_v2_baseline/best.pt,0.08184975113453372,0.7939098219600165,hierarchical_vit,e5_embedding_model,True,0.391304347826087,0.34782608695652173,0.9130434782608695,0.5217391304347826,0.4402173913043478,0.391304347826087,0.8478260869565217,1.0,0.5156521739130435,0.4521739130434783,0.421875,optional_ablation
