kind,experiment_id,i2t_R@1__mean,i2t_R@1__std,i2t_R@1__count,t2i_R@1__mean,t2i_R@1__std,t2i_R@1__count,mean_R@1__mean,mean_R@1__std,mean_R@1__count,bidirectional_pair_latency_ms__mean,bidirectional_pair_latency_ms__std,bidirectional_pair_latency_ms__count,params_total_inference__mean,params_total_inference__std,params_total_inference__count,params_trainable_inference__mean,params_trainable_inference__std,params_trainable_inference__count
sensitivity,distill_strength_1p0,0.2571999877691269,0.001131368928002184,2,0.1899564191699028,0.0008481526427211038,2,0.22357820346951485,0.00014160814264054008,2,3.890788764692843,0.045728586479026,2,45778563.0,0.0,2,1478403.0,0.0,2
sensitivity,matched_baseline,0.15550000220537186,0.001555629641824971,2,0.11057135090231895,0.0010460584382600705,2,0.1330356765538454,0.0002547856017824502,2,3.832002063281834,0.01584581234029415,2,45778563.0,0.0,2,1478403.0,0.0,2
