seed,current_mean_R1,candidate_mean_R1,paired_difference_pp,candidate_i2t_R1,candidate_t2i_R1,candidate_selected_epoch
42,0.5462524592876434,0.5499013662338257,0.3648906946182251,0.632149875164032,0.4676528573036194,16
43,0.5472386479377747,0.531854048371315,-1.5384599566459656,0.6005917191505432,0.4631163775920868,22
44,0.5411242693662643,0.5299802720546722,-1.1143997311592102,0.6005917191505432,0.45936882495880127,22
