experiment_id,mean_R1,sd_R1,min_R1,max_R1
distill_strength_1p0,0.3839164227247238,0.003171883991607317,0.38158999383449554,0.3875294625759125
matched_baseline,0.3727652331193288,0.002424715632347741,0.3706117421388626,0.37539152801036835
