class_index,class,accuracy,samples
0,annual crop,0.0,450
1,forest,0.1066666692495346,450
2,herbaceous vegetation,0.2133333384990692,450
3,highway,0.11999999731779099,375
4,industrial,0.7386666536331177,375
5,pasture,0.1066666692495346,300
6,permanent crop,0.005333333276212215,375
7,residential,0.0,450
8,river,0.02666666731238365,375
9,sea lake,0.9555555582046509,450
