experiment_id,text_encoder,mean_3seed,std_3seed,minimum,maximum,rank
dinov3_vits16__e5_small_v2,e5_small_v2,0.3888300110896428,0.00012195276859441149,0.3887498825788498,0.38897036015987396,1
dinov3_vits16__bge_small_en,bge_small_en,0.38261669874191284,0.0009449179764254532,0.38159023225307465,0.38345031440258026,2
dinov3_vits16__all_minilm_l6_v2,all_minilm_l6_v2,0.37323838969071704,0.002823647549911793,0.3703323155641556,0.3759716749191284,3
