class_index,class,accuracy,samples
0,annual crop,0.0,450
1,forest,0.24222221970558167,450
2,herbaceous vegetation,0.0,450
3,highway,0.6159999966621399,375
4,industrial,0.09600000083446503,375
5,pasture,0.01666666753590107,300
6,permanent crop,0.7386666536331177,375
7,residential,0.9755555391311646,450
8,river,0.3253333270549774,375
9,sea lake,0.3911111056804657,450
