kind,experiment_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,val_loss,mean_R@1,params_total,params_trainable,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_memory_bytes,run_id,checkpoint
frozen_unimodal,dinov2_minilm_residual_mp,44,0.1428000032901764,0.3716000020503998,0.5062000155448914,43.83359909057617,10.0,0.12936756014823914,0.3462460935115814,0.4814503788948059,44.886741638183594,11.0,5000.0,25014.0,1.0416648149490357,0.13608378171920776,46856707.0,2086915.0,3.5422816686332226,1.2585306353867054,4.800812304019928,206045696.0,dinov2_minilm_residual_mp__seed_44,checkpoints/alignment_v2/dinov2_minilm_residual_mp__seed_44/best.pt
