status,experiment_id,run_id,strength,distillation,seed,image_resolution,patch_size,patch_tokens,prefix_tokens,total_transformer_tokens,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,gpu_model,node,precision,dataset,test_split_used,checkpoint_fingerprint
COMPLETE,distill_strength_1p0,distill_strength_1p0__seed_42,1.0,True,42,224,16,196,5,201,0.47238659858703613,0.7741617560386658,0.8658776879310608,7.767258167266846,2.0,0.3802761435508728,0.6662721633911133,0.7749506831169128,15.54102611541748,2.0,1014.0,5070.0,0.42633137106895447,NVIDIA RTX PRO 6000 Blackwell Server Edition,aisurrey38.surrey.ac.uk,native_bf16,Flickr30k Karpathy validation,False,8b8618556c326b5c3a5dfd3e47005f9316bc979958e465726399b78a6994c6af
COMPLETE,distill_strength_1p0,distill_strength_1p0__seed_43,1.0,True,43,224,16,196,5,201,0.5147929191589355,0.7702169418334961,0.8431952595710754,9.674555778503418,1.0,0.38560158014297485,0.6690335273742676,0.7714003920555115,16.094871520996094,2.0,1014.0,5070.0,0.4501972496509552,NVIDIA RTX PRO 6000 Blackwell Server Edition,aisurrey38.surrey.ac.uk,native_bf16,Flickr30k Karpathy validation,False,49cccf96b1a3512725312569168a2bc55e5c791359d3b88289664f8843ae5a15
COMPLETE,distill_strength_1p0,distill_strength_1p0__seed_44,1.0,True,44,224,16,196,5,201,0.4960552155971527,0.7672584056854248,0.8530572056770325,9.33234691619873,2.0,0.3781065046787262,0.6666666865348816,0.7684417963027954,15.875345230102539,2.0,1014.0,5070.0,0.43708086013793945,NVIDIA RTX PRO 6000 Blackwell Server Edition,aisurrey38.surrey.ac.uk,native_bf16,Flickr30k Karpathy validation,False,1c3d8b523ff414a569fa3aead9bd74efcf750502b208728e13af5ce37aa71dfa
