vision_encoder,text_encoder,variant,use_local_blf,use_global_blf,fusion_type,selection_metric,best_epoch,seed,batch_size,run_dir,train_loss,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,val_loss,logit_scale,params_total,params_trainable,mean_R@1
swin_tiny,all_minilm_l6_v2,local_global,True,True,concat_mlp,i2t_R@1,2,unknown,unknown,checkpoints/swin_tiny_all_minilm_l6_v2_local_global,0.6659110131144137,0.1151999980211258,0.326799988746643,0.4670000076293945,42.222599029541016,12.0,0.128600001335144,0.3544000089168548,0.4857999980449676,41.30160140991211,11.0,0.6624822112955625,18.378341674804688,51788283.0,1555713.0,0.12189999967813489
swin_tiny,bge_small_en,baseline,False,False,concat_mlp,i2t_R@1,2,unknown,unknown,checkpoints/swin_tiny_bge_small_en_baseline,0.3597210350528504,0.1019999980926513,0.2930000126361847,0.4370000064373016,46.28620147705078,14.0,0.1110000014305114,0.3158000111579895,0.4433999955654144,44.735801696777344,14.0,0.7107515650082238,18.98735237121582,62259195.0,1379841.0,0.10649999976158135
swin_tiny,bge_small_en,global,False,True,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_bge_small_en_global,0.9657486410576824,0.1018000021576881,0.2989999949932098,0.4392000138759613,45.99879837036133,14.0,0.1143999993801117,0.3219999969005584,0.4533999860286712,44.39419937133789,13.0,0.7237878417289709,16.330778121948242,62361499.0,1482145.0,0.10810000076889989
swin_tiny,bge_small_en,local,True,False,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_bge_small_en_local,0.9622181499645864,0.1048000007867813,0.3009999990463257,0.4296000003814697,48.283199310302734,14.0,0.1168000027537345,0.3190000057220459,0.4393999874591827,45.76940155029297,13.0,0.737395157731032,16.40874671936035,62332763.0,1453409.0,0.1108000017702579
swin_tiny,bge_small_en,local_global,True,True,concat_mlp,i2t_R@1,2,unknown,unknown,checkpoints/swin_tiny_bge_small_en_local_global,0.3818208923958254,0.1074000000953674,0.3009999990463257,0.4372000098228454,46.12459945678711,14.0,0.1202000007033348,0.3208000063896179,0.453000009059906,43.35960006713867,13.0,0.7199593432530572,19.04966735839844,62435067.0,1555713.0,0.11380000039935109
swin_tiny,distilbert,baseline,False,False,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_distilbert_baseline,1.0349416884620362,0.0788000002503395,0.2450000047683715,0.3675999939441681,58.582401275634766,18.0,0.0806000009179115,0.2538000047206878,0.375,57.00080108642578,17.0,0.8451800419937207,16.739591598510742,95458683.0,1576449.0,0.07970000058412549
swin_tiny,distilbert,global,False,True,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_distilbert_global,0.9061972981710702,0.0751999989151954,0.240799993276596,0.3648000061511993,59.12820053100586,19.0,0.0854000002145767,0.2520000040531158,0.3761999905109405,57.90119934082031,19.0,0.8632874817033357,16.94847869873047,95560987.0,1678753.0,0.08029999956488604
swin_tiny,distilbert,local,True,False,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_distilbert_local,0.9113117776621736,0.0746000036597251,0.2316000014543533,0.3540000021457672,60.20159912109375,20.0,0.0834000036120414,0.2469999939203262,0.3643999993801117,58.73080062866211,19.0,0.8799836009363585,16.933643341064453,95532251.0,1650017.0,0.07900000363588325
swin_tiny,distilbert,local_global,True,True,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_distilbert_local_global,0.8899493747934288,0.0725999996066093,0.2321999967098236,0.3578000068664551,62.37020111083984,20.0,0.0854000002145767,0.2509999871253967,0.3693999946117401,59.75920104980469,18.0,0.8839926244337347,16.868549346923828,95634555.0,1752321.0,0.078999999910593
swin_tiny,e5_small_v2,baseline,False,False,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_e5_small_v2_baseline,0.882576183270383,0.0993999987840652,0.2820000052452087,0.4059999883174896,48.04359817504883,16.0,0.1080000028014183,0.2906000018119812,0.4124000072479248,47.76179885864258,15.0,0.7577020870639554,16.712221145629883,62259195.0,1379841.0,0.10370000079274175
swin_tiny,e5_small_v2,global,False,True,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_e5_small_v2_global,0.8039477303374323,0.0916000008583068,0.2797999978065491,0.4052000045776367,50.408599853515625,16.0,0.1000000014901161,0.2892000079154968,0.4149999916553497,48.21039962768555,15.0,0.774754706062848,16.713348388671875,62361499.0,1482145.0,0.09580000117421145
swin_tiny,e5_small_v2,local,True,False,concat_mlp,i2t_R@1,2,unknown,unknown,checkpoints/swin_tiny_e5_small_v2_local,0.1150135428605932,0.0908000022172927,0.2599999904632568,0.388399988412857,53.61240005493164,17.0,0.0967999994754791,0.2825999855995178,0.4007999897003174,50.6525993347168,16.0,0.7987881878131553,18.79829406738281,62332763.0,1453409.0,0.0938000008463859
swin_tiny,e5_small_v2,local_global,True,True,concat_mlp,i2t_R@1,1,unknown,unknown,checkpoints/swin_tiny_e5_small_v2_local_global,0.8963691680301776,0.0997999981045723,0.2851999998092651,0.4210000038146972,49.60660171508789,14.0,0.1120000034570694,0.3037999868392944,0.4404000043869018,47.88059997558594,14.0,0.750298609179032,16.627107620239258,62435067.0,1555713.0,0.10590000078082085
