experiment_id,run_id,strength,distillation,seed,image_resolution,patch_size,patch_tokens,prefix_tokens,total_transformer_tokens,resolved_lr,teacher_cache
distill_strength_1p0,distill_strength_1p0__seed_42,1.0,True,42,224,16,196,5,201,0.002545584412271571,results/alignment_wave1/mobileclip2/teacher_cache/mobileclip2_s0_dfndr2b.pt
distill_strength_1p0,distill_strength_1p0__seed_43,1.0,True,43,224,16,196,5,201,0.002545584412271571,results/alignment_wave1/mobileclip2/teacher_cache/mobileclip2_s0_dfndr2b.pt
distill_strength_1p0,distill_strength_1p0__seed_44,1.0,True,44,224,16,196,5,201,0.002545584412271571,results/alignment_wave1/mobileclip2/teacher_cache/mobileclip2_s0_dfndr2b.pt
