status,source,kind,experiment_id,run_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_training,params_total_inference,params_trainable_training,params_trainable_inference,params_training_only,gpu,checkpoint,fingerprint_digest,training_code_version,evaluation_code_version,resolved_lr,sqrt_scale_factor,sweep_multiplier,memory_queue_size,historical_slurm_array_job,historical_slurm_array_index,evaluation_only
COMPLETE,measured_local,wave0-queue-ablation,infonce_queue__captions_all__b1024__queue_4096,infonce_queue__captions_all__b1024__queue_4096__seed_42,42,0.2741999924182892,0.5514000058174133,0.6837999820709229,17.364599227905273,4.0,0.22210226953029633,0.4910639226436615,0.6258046627044678,26.21370506286621,6.0,5000.0,25011.0,0.24815113097429276,2.7251704223454,1.1117357667535543,3.836906189098954,414198784.0,45778563,45778563,1478403,1478403,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,checkpoints/alignment_v4_wave0/wave0-queue-ablation/infonce_queue__captions_all__b1024__queue_4096__seed_42/best.pt,1a5aa008c5b9ce73105a202e788fbabeb34d8e7112c032d8bc67edd468a74dc9,d9ab32126e7c6db8d7c8ffdd2a83dfdab3d4a160c8ab849006009152b09b2205,a335454386dff4b79be6d7210fd6a405937ddc7e5ebfa1e8038cddd54e03114e,0.000848528137423857,2.8284271247461903,1.0,4096,2223439,0,True
