status,source,kind,experiment_id,run_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_training,params_total_inference,params_trainable_training,params_trainable_inference,params_training_only,gpu,checkpoint,fingerprint_digest,training_code_version,evaluation_code_version,resolved_lr,sqrt_scale_factor,sweep_multiplier,memory_queue_size
COMPLETE,measured_local,wave0-rescreen-confirmation,dinov3_vits16__all_minilm_l6_v2,dinov3_vits16__all_minilm_l6_v2__seed_43__hw_teaching_native_bf16,43,0.43299999833106995,0.7332000136375427,0.8389999866485596,8.184200286865234,2.0,0.3076646327972412,0.6099715828895569,0.732157826423645,18.38627052307129,3.0,5000.0,25011.0,0.3703323155641556,2.7217835560441017,1.1327083688229322,3.854491924867034,197218304.0,45778563,45778563,1478403,1478403,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,checkpoints/alignment_v4_wave0/wave0-rescreen-confirmation/dinov3_vits16__all_minilm_l6_v2__seed_43__hw_teaching_native_bf16/best.pt,535cbbc23232d11b1b2c3488d2618a2a84bebac6a73968a509fbccc82e25e4f7,d476cc0471e1bae0811e08d7b4e2546d2e8a5624025954e10307283180126553,d476cc0471e1bae0811e08d7b4e2546d2e8a5624025954e10307283180126553,0.002545584412271571,2.8284271247461903,3.0,0
