status,source,kind,experiment_id,run_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_training,params_total_inference,params_trainable_training,params_trainable_inference,params_training_only,gpu,checkpoint,fingerprint_digest,training_code_version,evaluation_code_version,resolved_lr,sqrt_scale_factor,sweep_multiplier,memory_queue_size,historical_slurm_array_job,historical_slurm_array_index,evaluation_only
COMPLETE,measured_local,wave0-lr-control,sigmoid__captions_all__b1024__lr_10p0,sigmoid__captions_all__b1024__lr_10p0__seed_42,42,0.4138000011444092,0.7184000015258789,0.821399986743927,8.514200210571289,2.0,0.3012274503707886,0.6008556485176086,0.728319525718689,19.502819061279297,3.0,5000.0,25011.0,0.3575137257575989,2.7201130613684654,1.1175427678972483,3.8376558292657137,392182272.0,45778565,45778565,1478405,1478405,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,checkpoints/alignment_v4_wave0/wave0-lr-control/sigmoid__captions_all__b1024__lr_10p0__seed_42/best.pt,148ea012e0fa83c726f6cdb45a6b7fe40a662998b1b8d179ffab1cb895d30fed,d9ab32126e7c6db8d7c8ffdd2a83dfdab3d4a160c8ab849006009152b09b2205,a335454386dff4b79be6d7210fd6a405937ddc7e5ebfa1e8038cddd54e03114e,0.00848528137423857,2.8284271247461903,10.0,0,2223439,0,True
