class_index,class,accuracy,samples
0,annual crop,0.0,450
1,forest,0.4911110997200012,450
2,herbaceous vegetation,0.19333332777023315,450
3,highway,0.30399999022483826,375
4,industrial,0.5093333125114441,375
5,pasture,0.03999999910593033,300
6,permanent crop,0.1146666631102562,375
7,residential,0.0,450
8,river,0.3440000116825104,375
9,sea lake,0.11555555462837219,450
