status,source,kind,experiment_id,run_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_training,params_total_inference,params_trainable_training,params_trainable_inference,params_training_only,gpu,checkpoint,fingerprint_digest,training_code_version,evaluation_code_version,resolved_lr,sqrt_scale_factor,sweep_multiplier,memory_queue_size,historical_slurm_array_job,historical_slurm_array_index,evaluation_only
COMPLETE,measured_local,wave0-lr-control,infonce_no_queue__captions_all__b1024__lr_6p0,infonce_no_queue__captions_all__b1024__lr_6p0__seed_42,42,0.43540000915527344,0.7293999791145325,0.8370000123977661,8.556400299072266,2.0,0.3087441623210907,0.6067330241203308,0.734316885471344,18.670225143432617,3.0,5000.0,25011.0,0.37207208573818207,2.726449780166149,1.1179836560040712,3.8444334361702204,392178688.0,45778563,45778563,1478403,1478403,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,checkpoints/alignment_v4_wave0/wave0-lr-control/infonce_no_queue__captions_all__b1024__lr_6p0__seed_42/best.pt,cb3fd2827525b6fbfbe0f2733e272632dc3c8dfd2cbf9b646a1a3dcae126632e,d9ab32126e7c6db8d7c8ffdd2a83dfdab3d4a160c8ab849006009152b09b2205,a335454386dff4b79be6d7210fd6a405937ddc7e5ebfa1e8038cddd54e03114e,0.005091168824543142,2.8284271247461903,6.0,0,2223439,0,True
