seed,coco_selected_epoch,coco_peak_R1,flickr_at_coco_selected_epoch_R1,flickr_selected_epoch,flickr_peak_R1,coco_at_flickr_selected_epoch_R1,epoch24_coco_dev_R1,epoch24_flickr_validation_R1,coco_peak_at_epoch24,flickr_peak_at_epoch24
42,22,0.4434787780046463,0.524852067232132,24,0.5263313502073288,0.4427987337112427,0.4427987337112427,0.5263313502073288,False,True
43,23,0.4411781430244446,0.5271203219890594,17,0.5287968516349792,0.43615876138210297,0.4397181421518326,0.5267258435487747,False,False
44,23,0.43907976150512695,0.5333333313465118,22,0.5340236723423004,0.43821974098682404,0.43881969153881073,0.5331360846757889,False,False
