arm,coco_selected_mean,flickr_selected_mean,flickr_selected_sd,flickr_selected_min,flickr_selected_max,seeds_peaking_at_pass24,selection_gain_pp
cc3m_only,0.46554898222287494,0.4720907360315323,0.004455369695396855,0.4670611470937729,0.47554241120815277,0,0.6541753808657347
mixed_coco_cc3m,0.5255752752224604,0.5313280820846558,0.005634560896584857,0.524852067232132,0.5351084917783737,0,0.575280686219537
