resolution,patch_tokens,total_transformer_tokens,flickr_validation_mean_R1,flickr_validation_sd_R1,flickr_validation_min_R1,flickr_validation_max_R1,image_latency_median_ms,full_stack_latency_median_ms,image_flops,seed43_image_latency_median_ms
224,196,201,0.4196252375841141,0.007127248314757561,0.41479289531707764,0.4278106391429901,7.146184332668781,8.546178694814444,9397685376.0,7.146044168621302
192,144,149,0.4024983545144399,0.004766835104497174,0.3983234614133835,0.4076923131942749,5.670339800417423,7.087393663823605,6823251072.0,5.674070678651333
