status,source,kind,experiment_id,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_inference,params_trainable_inference,gpu,software,preprocessing
COMPLETE,measured_local,paired_reference,openclip_vit_b32_quickgelu_openai,0.5001999735832214,0.7495999932289124,0.8324000239372253,9.214799880981445,1.0,0.30355000495910645,0.5478132367134094,0.6609498858451843,25.36383628845215,4.0,5000.0,25014.0,0.40187498927116394,1.852356269955635,1.6960506327450275,3.5484069027006626,616779776.0,151277313,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,"{'python': '3.9.25', 'platform': 'Linux-5.14.0-570.58.1.el9_6.x86_64-x86_64-with-glibc2.34', 'torch': '2.8.0+cu128', 'timm': '1.0.27', 'transformers': '4.57.6', 'open_clip': '3.3.0'}","{'model_name': 'ViT-B-32-quickgelu', 'pretrained': 'openai', 'image_size': 224, 'transform': 'Compose(\n    Resize(size=224, interpolation=bicubic, max_size=None, antialias=True)\n    CenterCrop(size=(224, 224))\n    MaybeConvertMode()\n    MaybeToTensor()\n    Normalize(mean=(0.48145466, 0.4578275, 0.40821073), std=(0.26862954, 0.26130258, 0.27577711))\n)'}"
