experiment_id,seed,mean_R@1,i2t_R@1,t2i_R@1,run_id
distill_strength_1p0,42,0.38932865858078003,0.4544000029563904,0.3242573142051697,distill_strength_1p0__seed_42
distill_strength_1p0,43,0.3891693502664566,0.45719999074935913,0.3211387097835541,distill_strength_1p0__seed_43
distill_strength_1p0,44,0.38758793473243713,0.44760000705718994,0.3275758624076843,distill_strength_1p0__seed_44
matched_baseline,42,0.37539152801036835,0.43959999084472656,0.31118306517601013,matched_baseline__seed_42
matched_baseline,43,0.3722924292087555,0.4374000132083893,0.3071848452091217,matched_baseline__seed_43
matched_baseline,44,0.3706117421388626,0.4309999942779541,0.3102234899997711,matched_baseline__seed_44
