experiment_id,mean_R1,sd_R1,min_R1,max_R1
distill_strength_1p0,0.3886953145265579,0.0009623213034498368,0.38758793473243713,0.38932865858078003
matched_baseline,0.3727652331193288,0.002424715632347741,0.3706117421388626,0.37539152801036835
