class_index,class,accuracy,samples
0,annual crop,0.0,450
1,forest,0.5555555820465088,450
2,herbaceous vegetation,0.002222222276031971,450
3,highway,0.8533333539962769,375
4,industrial,0.562666654586792,375
5,pasture,0.2966666519641876,300
6,permanent crop,0.6000000238418579,375
7,residential,0.35333332419395447,450
8,river,0.7039999961853027,375
9,sea lake,0.30000001192092896,450
