status,source,kind,experiment_id,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,mean_R@1,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_inference_memory_bytes,params_total_inference,params_trainable_inference,gpu,software,preprocessing
COMPLETE,measured_local,paired_reference,siglip2_vit_b32_256_webli,0.6615999937057495,0.8636000156402588,0.920799970626831,4.622200012207031,1.0,0.4760134220123291,0.7283121347427368,0.8126249313354492,12.646038055419922,2.0,5000.0,25014.0,0.5688067078590393,2.065267087891698,1.8226508051156998,3.8879178930073977,1519549952.0,376856066,0,NVIDIA RTX PRO 6000 Blackwell Server Edition,"{'python': '3.9.25', 'platform': 'Linux-5.14.0-570.58.1.el9_6.x86_64-x86_64-with-glibc2.34', 'torch': '2.8.0+cu128', 'timm': '1.0.27', 'transformers': '4.57.6', 'open_clip': '3.3.0'}","{'model_name': 'ViT-B-32-SigLIP2-256', 'pretrained': 'webli', 'image_size': 256, 'transform': 'Compose(\n    Resize(size=(256, 256), interpolation=bicubic, max_size=None, antialias=True)\n    MaybeConvertMode()\n    MaybeToTensor()\n    Normalize(mean=(0.5, 0.5, 0.5), std=(0.5, 0.5, 0.5))\n)'}"
