kind,experiment_id,seed,i2t_R@1,i2t_R@5,i2t_R@10,mean_rank_i2t,median_rank_i2t,t2i_R@1,t2i_R@5,t2i_R@10,mean_rank_t2i,median_rank_t2i,num_image_queries,num_text_queries,val_loss,mean_R@1,params_total,params_trainable,image_query_latency_ms,text_query_latency_ms,bidirectional_pair_latency_ms,peak_memory_bytes,run_id,checkpoint
frozen_unimodal,convnext_minilm_residual_mp,44,0.1664000004529953,0.40059998631477356,0.5335999727249146,40.10459899902344,9.0,0.14595825970172882,0.3737506866455078,0.5052370429039001,43.51979064941406,10.0,5000.0,25014.0,0.965006934851408,0.15617913007736206,52816867.0,2283523.0,1.6975422762334347,1.2740916572511196,2.9716339334845543,238930432.0,convnext_minilm_residual_mp__seed_44,checkpoints/alignment_v2/convnext_minilm_residual_mp__seed_44/best.pt
